run_id,instance_file,run_seed,solution,benefit,first_solution,parameters,perturbation,ls_method,refinement_heuristics,neighborhood_names,ils_max_tries,ls_max_tries,start_time,time,evaluations,capacity_used,timestamp
iterated_local_search_0,input/sukp02_100_85_0.10_0.75.txt,0,38676178856964739279847422,5589,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241450.8660886,5.039648771286011,1093,12738,2025-11-15T18:17:35.905810
iterated_local_search_1,input/sukp02_100_85_0.10_0.75.txt,1,38529677417239027749224443,11281,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241456.0245986,4.987813234329224,1104,13736,2025-11-15T18:17:41.012468
iterated_local_search_2,input/sukp02_100_85_0.10_0.75.txt,2,38455997048880285716838517,6354,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241461.0783622,4.7909095287323,1029,11502,2025-11-15T18:17:45.869312
iterated_local_search_3,input/sukp02_100_85_0.10_0.75.txt,3,28844157982929283048201947,5581,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241465.9410071,4.792949914932251,1011,12462,2025-11-15T18:17:50.734020
iterated_local_search_4,input/sukp02_100_85_0.10_0.75.txt,4,33429620510003481057934589,6036,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241470.8008692,5.335582494735718,1029,13168,2025-11-15T18:17:56.136497
iterated_local_search_5,input/sukp02_100_85_0.10_0.75.txt,5,26293320287337366348101055,5604,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241476.1787782,4.796171188354492,1008,11719,2025-11-15T18:18:00.974994
iterated_local_search_6,input/sukp02_100_85_0.10_0.75.txt,6,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241480.9957783,4.9076316356658936,1002,11991,2025-11-15T18:18:05.903455
iterated_local_search_7,input/sukp02_100_85_0.10_0.75.txt,7,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241485.9242709,4.717377424240112,1002,11991,2025-11-15T18:18:10.641686
iterated_local_search_8,input/sukp02_100_85_0.10_0.75.txt,8,38229917573690731813404154,11316,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241490.6683433,4.726197957992554,1003,12204,2025-11-15T18:18:15.394595
iterated_local_search_9,input/sukp02_100_85_0.10_0.75.txt,9,23866503361486468981059507,3407,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241495.425981,6.662907600402832,1858,10736,2025-11-15T18:18:22.088932
iterated_local_search_10,input/sukp02_100_85_0.10_0.75.txt,10,26365883527975642426492316,2870,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241502.121127,5.123904466629028,1163,10154,2025-11-15T18:18:27.245077
iterated_local_search_11,input/sukp02_100_85_0.10_0.75.txt,11,18587010375193401378127805,5111,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241507.268899,5.081895112991333,1263,11592,2025-11-15T18:18:32.350834
iterated_local_search_12,input/sukp02_100_85_0.10_0.75.txt,12,37553418684790884906747739,2489,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241512.3712556,5.360942363739014,1313,10063,2025-11-15T18:18:37.732236
iterated_local_search_13,input/sukp02_100_85_0.10_0.75.txt,13,11255427242013371748302577,3845,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241517.7627583,6.440067768096924,1818,10649,2025-11-15T18:18:44.202868
iterated_local_search_14,input/sukp02_100_85_0.10_0.75.txt,14,13997020444871399233146187,3122,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241524.2321684,6.529953479766846,1648,11204,2025-11-15T18:18:50.762180
iterated_local_search_0,input/sukp02_100_85_0.10_0.75.txt,0,38676178856964739279847422,5589,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241450.8660886,5.039648771286011,1093,12738,2025-11-15T18:17:35.905810
iterated_local_search_1,input/sukp02_100_85_0.10_0.75.txt,1,38529677417239027749224443,11281,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241456.0245986,4.987813234329224,1104,13736,2025-11-15T18:17:41.012468
iterated_local_search_2,input/sukp02_100_85_0.10_0.75.txt,2,38455997048880285716838517,6354,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241461.0783622,4.7909095287323,1029,11502,2025-11-15T18:17:45.869312
iterated_local_search_3,input/sukp02_100_85_0.10_0.75.txt,3,28844157982929283048201947,5581,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241465.9410071,4.792949914932251,1011,12462,2025-11-15T18:17:50.734020
iterated_local_search_4,input/sukp02_100_85_0.10_0.75.txt,4,33429620510003481057934589,6036,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241470.8008692,5.335582494735718,1029,13168,2025-11-15T18:17:56.136497
iterated_local_search_5,input/sukp02_100_85_0.10_0.75.txt,5,26293320287337366348101055,5604,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241476.1787782,4.796171188354492,1008,11719,2025-11-15T18:18:00.974994
iterated_local_search_6,input/sukp02_100_85_0.10_0.75.txt,6,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241480.9957783,4.9076316356658936,1002,11991,2025-11-15T18:18:05.903455
iterated_local_search_7,input/sukp02_100_85_0.10_0.75.txt,7,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241485.9242709,4.717377424240112,1002,11991,2025-11-15T18:18:10.641686
iterated_local_search_8,input/sukp02_100_85_0.10_0.75.txt,8,38229917573690731813404154,11316,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241490.6683433,4.726197957992554,1003,12204,2025-11-15T18:18:15.394595
iterated_local_search_9,input/sukp02_100_85_0.10_0.75.txt,9,23866503361486468981059507,3407,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241495.425981,6.662907600402832,1858,10736,2025-11-15T18:18:22.088932
iterated_local_search_10,input/sukp02_100_85_0.10_0.75.txt,10,26365883527975642426492316,2870,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241502.121127,5.123904466629028,1163,10154,2025-11-15T18:18:27.245077
iterated_local_search_11,input/sukp02_100_85_0.10_0.75.txt,11,18587010375193401378127805,5111,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241507.268899,5.081895112991333,1263,11592,2025-11-15T18:18:32.350834
iterated_local_search_12,input/sukp02_100_85_0.10_0.75.txt,12,37553418684790884906747739,2489,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241512.3712556,5.360942363739014,1313,10063,2025-11-15T18:18:37.732236
iterated_local_search_13,input/sukp02_100_85_0.10_0.75.txt,13,11255427242013371748302577,3845,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241517.7627583,6.440067768096924,1818,10649,2025-11-15T18:18:44.202868
iterated_local_search_14,input/sukp02_100_85_0.10_0.75.txt,14,13997020444871399233146187,3122,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241524.2321684,6.529953479766846,1648,11204,2025-11-15T18:18:50.762180
iterated_local_search_15,input/sukp02_100_85_0.10_0.75.txt,15,38524989637267492630429687,10941,create_dep_size_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241530.801007,5.322388648986816,1052,13972,2025-11-15T18:18:56.123449
iterated_local_search_0,input/sukp02_100_85_0.10_0.75.txt,0,38676178856964739279847422,5589,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241450.8660886,5.039648771286011,1093,12738,2025-11-15T18:17:35.905810
iterated_local_search_1,input/sukp02_100_85_0.10_0.75.txt,1,38529677417239027749224443,11281,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241456.0245986,4.987813234329224,1104,13736,2025-11-15T18:17:41.012468
iterated_local_search_2,input/sukp02_100_85_0.10_0.75.txt,2,38455997048880285716838517,6354,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241461.0783622,4.7909095287323,1029,11502,2025-11-15T18:17:45.869312
iterated_local_search_3,input/sukp02_100_85_0.10_0.75.txt,3,28844157982929283048201947,5581,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241465.9410071,4.792949914932251,1011,12462,2025-11-15T18:17:50.734020
iterated_local_search_4,input/sukp02_100_85_0.10_0.75.txt,4,33429620510003481057934589,6036,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241470.8008692,5.335582494735718,1029,13168,2025-11-15T18:17:56.136497
iterated_local_search_5,input/sukp02_100_85_0.10_0.75.txt,5,26293320287337366348101055,5604,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241476.1787782,4.796171188354492,1008,11719,2025-11-15T18:18:00.974994
iterated_local_search_6,input/sukp02_100_85_0.10_0.75.txt,6,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241480.9957783,4.9076316356658936,1002,11991,2025-11-15T18:18:05.903455
iterated_local_search_7,input/sukp02_100_85_0.10_0.75.txt,7,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241485.9242709,4.717377424240112,1002,11991,2025-11-15T18:18:10.641686
iterated_local_search_8,input/sukp02_100_85_0.10_0.75.txt,8,38229917573690731813404154,11316,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241490.6683433,4.726197957992554,1003,12204,2025-11-15T18:18:15.394595
iterated_local_search_9,input/sukp02_100_85_0.10_0.75.txt,9,23866503361486468981059507,3407,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241495.425981,6.662907600402832,1858,10736,2025-11-15T18:18:22.088932
iterated_local_search_10,input/sukp02_100_85_0.10_0.75.txt,10,26365883527975642426492316,2870,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241502.121127,5.123904466629028,1163,10154,2025-11-15T18:18:27.245077
iterated_local_search_11,input/sukp02_100_85_0.10_0.75.txt,11,18587010375193401378127805,5111,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241507.268899,5.081895112991333,1263,11592,2025-11-15T18:18:32.350834
iterated_local_search_12,input/sukp02_100_85_0.10_0.75.txt,12,37553418684790884906747739,2489,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241512.3712556,5.360942363739014,1313,10063,2025-11-15T18:18:37.732236
iterated_local_search_13,input/sukp02_100_85_0.10_0.75.txt,13,11255427242013371748302577,3845,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241517.7627583,6.440067768096924,1818,10649,2025-11-15T18:18:44.202868
iterated_local_search_14,input/sukp02_100_85_0.10_0.75.txt,14,13997020444871399233146187,3122,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241524.2321684,6.529953479766846,1648,11204,2025-11-15T18:18:50.762180
iterated_local_search_15,input/sukp02_100_85_0.10_0.75.txt,15,38524989637267492630429687,10941,create_dep_size_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241530.801007,5.322388648986816,1052,13972,2025-11-15T18:18:56.123449
iterated_local_search_16,input/sukp02_100_85_0.10_0.75.txt,16,33802699284345461122525165,11658,create_dep_size_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241536.1525178,4.974829912185669,1047,14435,2025-11-15T18:19:01.127402
iterated_local_search_0,input/sukp02_100_85_0.10_0.75.txt,0,38676178856964739279847422,5589,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241450.8660886,5.039648771286011,1093,12738,2025-11-15T18:17:35.905810
iterated_local_search_1,input/sukp02_100_85_0.10_0.75.txt,1,38529677417239027749224443,11281,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241456.0245986,4.987813234329224,1104,13736,2025-11-15T18:17:41.012468
iterated_local_search_2,input/sukp02_100_85_0.10_0.75.txt,2,38455997048880285716838517,6354,create_randomic_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241461.0783622,4.7909095287323,1029,11502,2025-11-15T18:17:45.869312
iterated_local_search_3,input/sukp02_100_85_0.10_0.75.txt,3,28844157982929283048201947,5581,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241465.9410071,4.792949914932251,1011,12462,2025-11-15T18:17:50.734020
iterated_local_search_4,input/sukp02_100_85_0.10_0.75.txt,4,33429620510003481057934589,6036,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241470.8008692,5.335582494735718,1029,13168,2025-11-15T18:17:56.136497
iterated_local_search_5,input/sukp02_100_85_0.10_0.75.txt,5,26293320287337366348101055,5604,create_randomic_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241476.1787782,4.796171188354492,1008,11719,2025-11-15T18:18:00.974994
iterated_local_search_6,input/sukp02_100_85_0.10_0.75.txt,6,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241480.9957783,4.9076316356658936,1002,11991,2025-11-15T18:18:05.903455
iterated_local_search_7,input/sukp02_100_85_0.10_0.75.txt,7,38229917573690750603886074,10948,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241485.9242709,4.717377424240112,1002,11991,2025-11-15T18:18:10.641686
iterated_local_search_8,input/sukp02_100_85_0.10_0.75.txt,8,38229917573690731813404154,11316,create_ratio_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241490.6683433,4.726197957992554,1003,12204,2025-11-15T18:18:15.394595
iterated_local_search_9,input/sukp02_100_85_0.10_0.75.txt,9,23866503361486468981059507,3407,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241495.425981,6.662907600402832,1858,10736,2025-11-15T18:18:22.088932
iterated_local_search_10,input/sukp02_100_85_0.10_0.75.txt,10,26365883527975642426492316,2870,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241502.121127,5.123904466629028,1163,10154,2025-11-15T18:18:27.245077
iterated_local_search_11,input/sukp02_100_85_0.10_0.75.txt,11,18587010375193401378127805,5111,create_ratio_greedy_solution,biggest_first:False,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241507.268899,5.081895112991333,1263,11592,2025-11-15T18:18:32.350834
iterated_local_search_12,input/sukp02_100_85_0.10_0.75.txt,12,37553418684790884906747739,2489,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241512.3712556,5.360942363739014,1313,10063,2025-11-15T18:18:37.732236
iterated_local_search_13,input/sukp02_100_85_0.10_0.75.txt,13,11255427242013371748302577,3845,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241517.7627583,6.440067768096924,1818,10649,2025-11-15T18:18:44.202868
iterated_local_search_14,input/sukp02_100_85_0.10_0.75.txt,14,13997020444871399233146187,3122,create_dep_size_greedy_solution,biggest_first:True,[],['variable_neighborhood_descent'],[],[],1000,1000,1763241524.2321684,6.529953479766846,1648,11204,2025-11-15T18:18:50.762180
